,Orig,,,,SL10,SL15
2015-02-10,647061.581245999,-0.581,GLD - 1.00,,498168.9896153,594628.128268
2015-02-11,639491.775838999,-1.17,GLD - 1.00,,492342.1854533,587671.523299
2015-02-12,640951.644210999,0.228,None - 0.00,,493466.1788013,589013.133423
2015-02-13,640951.644210999,0,XIV - 0.80,,493466.1788013,589013.133423
2015-02-17,639397.704210999,-0.242,XIV - 0.45,,492269.8088013,587585.103423
2015-02-18,641730.024210999,0.365,XIV - 0.45,,494065.4888013,589728.543423
2015-02-19,647969.754210999,0.972,None - 0.00,,498869.4488013,595462.593423
2015-02-20,647969.754210999,0,XIV - 1.00,,498869.4488013,595462.593423
2015-02-23,644996.674210999,-0.459,XIV - 1.00,,496580.4788013,592730.358423
2015-02-24,671243.074210999,4.069,XIV - 1.00,,516787.8388013,616850.678423
2015-02-25,666733.734210999,-0.672,XIV - 1.00,,513316.2388013,612706.758423
2015-02-26,674625.464210999,1.184,XIV - 1.00,,519392.3088013,619959.003423
2015-02-27,678007.304210999,0.501,XIV - 1.00,,521996.0088013,623066.778423
2015-03-02,700551.804210999,3.325,XIV - 1.00,,539352.9088013,643784.178423
2015-03-03,684980.924210999,-2.223,XIV - 1.00,,527364.6688013,629474.898423
2015-03-04,686620.364210999,0.239,XIV - 1.00,,528626.8288013,630981.458423
2015-03-05,695227.424210999,1.254,XIV - 1.00,,535253.1688013,638890.898423
2015-03-06,664492.424210999,-4.421,XIV - 1.00,,511590.6688013,610645.898423
2015-03-09,673102.424210999,1.296,XIV - 0.45,,518219.1088013,618557.858423
2015-03-10,663787.194210999,-1.384,XIV - 0.45,,511047.0988013,609997.098423
2015-03-11,656559.204210999,-1.089,XIV - 0.45,,505482.3088013,603354.308423
2015-03-12,673691.604210999,2.609,XIV - 0.45,,518672.7088013,619097.108423
2015-03-13,666864.364210999,-1.013,XIV - 0.80,,513416.4888013,612823.388423
2015-03-16,678825.724210999,1.794,XIV - 0.45,,522625.2888013,623815.628423
2015-03-17,680500.084210999,0.247,XIV - 0.80,,523914.2688013,625354.268423
2015-03-18,704075.064210999,3.464,XIV - 0.80,,542065.2588013,647018.768423
2015-03-19,703584.774210999,-0.07,XIV - 1.00,,541687.7988013,646568.228423
2015-03-20,714618.054210999,1.568,XIV - 1.00,,550182.5388013,656707.268423
2015-03-23,727284.034210999,1.772,XIV - 1.00,,559933.8988013,668346.528423
2015-03-24,729939.284210999,0.365,XIV - 1.00,,561978.1488013,670786.628423
2015-03-25,697259.284210999,-4.477,XIV - 1.00,,536818.1488013,640756.228423
2015-03-26,703593.824210999,0.908,XIV - 1.00,,541695.0688013,646577.408423
2015-03-27,711357.984210999,1.104,XIV - 1.00,,547672.8488013,653712.668423
2015-03-30,733013.784210999,3.044,XIV - 1.00,,564345.5888013,673614.168423
2015-03-31,714836.424210999,-2.48,XIV - 1.00,,550351.2288013,656909.758423
2015-04-01,715245.004210999,0.057,XIV - 1.00,,550665.7888013,657285.238423
2015-04-02,729341.014210999,1.971,XIV - 1.00,,561518.1088013,670239.298423
2015-04-06,744455.514210999,2.072,XIV - 1.00,,573154.6088013,684129.098423
2015-04-07,747008.139210999,0.343,XIV - 1.00,,575119.8588013,686474.848423
2015-04-08,761200.039210999,1.9,XIV - 1.00,,586045.9538013,699516.523423
2015-04-09,787332.519210999,3.433,XIV - 1.00,,606164.9938013,723531.883423
2015-04-10,822029.519210999,4.407,XIV - 1.00,,632877.0938013,755417.083423
2015-04-13,799384.409210999,-2.755,XIV - 1.00,,615443.4338013,734606.803423
2015-04-14,805914.649210999,0.817,XIV - 1.00,,620470.9538013,740607.763423
2015-04-15,823054.849210999,2.127,XIV - 1.00,,633667.3538013,756358.603423
2015-04-16,839987.679210999,2.057,XIV - 1.00,,646703.3338013,771918.613423
2015-04-17,811431.879210999,-3.4,XIV - 1.00,,624719.1338013,745677.013423
2015-04-20,838977.279210999,3.395,XIV - 1.00,,645926.2838013,770989.513423
2015-04-21,838773.309210999,-0.024,XIV - 1.00,,645769.2438013,770802.073423
2015-04-22,847951.959210999,1.094,XIV - 1.00,,652836.0438013,779236.873423
2015-04-23,855498.109210999,0.89,XIV - 1.00,,658645.7838013,786171.413423
2015-04-24,863451.379210999,0.93,XIV - 1.00,,664768.7838013,793480.013423
2015-04-27,839593.909210999,-2.763,XIV - 1.00,,646400.9538013,771555.383423
2015-04-28,868353.679210999,3.425,XIV - 1.00,,668542.1838013,797984.423423
2015-04-29,845109.079210999,-2.677,XIV - 1.00,,650646.4638013,776623.103423
2015-04-30,822673.479210999,-2.655,XIV - 1.00,,633373.1638013,756005.803423
2015-05-01,861435.379210999,4.712,XIV - 1.00,,663216.4638013,791627.003423
2015-05-04,858784.419210999,-0.308,XIV - 1.00,,661175.4638013,789190.803423
2015-05-05,831253.869210999,-3.206,XIV - 1.00,,639980.4638013,763891.803423
2015-05-06,817789.869210999,-1.62,XIV - 1.00,,629614.5038013,751519.443423
2015-05-07,822278.529210999,0.549,XIV - 1.00,,633070.2638013,755644.443423
2015-05-08,864714.689210999,5.161,XIV - 0.55,,665740.8238013,794642.363423
2015-05-11,853275.389210999,-1.323,XIV - 1.00,,656934.1438013,784130.243423
2015-05-12,855337.689210999,0.242,XIV - 1.00,,658521.9438013,786025.443423
2015-05-13,870186.249210999,1.736,XIV - 0.55,,669953.3838013,799670.163423
2015-05-14,880052.049210999,1.134,XIV - 0.55,,677549.3538013,808736.433423
2015-05-15,883871.949210999,0.434,XIV - 1.00,,680490.3538013,812246.593423
2015-05-18,912571.089210999,3.247,XIV - 1.00,,702585.0538013,838619.233423
2015-05-19,925389.699210999,1.405,XIV - 1.00,,712454.0038013,850398.973423
2015-05-20,923762.099210999,-0.176,XIV - 1.00,,711200.9638013,848903.293423
2015-05-21,948786.449210999,2.709,XIV - 1.00,,730466.4538013,871899.373423
2015-05-22,946955.939210999,-0.193,XIV - 1.00,,729057.1438013,870217.183423
2015-05-26,910750.739210999,-3.823,XIV - 1.00,,701184.1238013,836945.423423
2015-05-27,944935.379210999,3.753,XIV - 1.00,,727503.0038013,868359.743423
2015-05-28,934358.059210999,-1.119,XIV - 1.00,,719359.8038013,858639.903423
2015-05-29,928662.019210999,-0.61,XIV - 1.00,,714974.4438013,853405.583423
2015-06-01,937206.499210999,0.92,XIV - 1.00,,721552.9038013,861257.483423
2015-06-02,922153.419210999,-1.606,XIV - 1.00,,709963.7638013,847423.923423
2015-06-03,938023.299210999,1.721,XIV - 1.00,,722181.6838013,862007.583423
2015-06-04,906493.199210999,-3.361,XIV - 1.00,,697907.1338013,833031.883423
2015-06-05,921754.949210999,1.684,XIV - 0.55,,709657.3838013,847056.883423
2015-06-08,912019.649210999,-1.056,XIV - 0.55,,702162.3338013,838110.673423
2015-06-09,916874.779210999,0.532,XIV - 0.55,,705900.3238013,842572.353423
2015-06-10,938569.909210999,2.366,XIV - 0.55,,722602.5438013,862509.253423
2015-06-11,949597.909210999,1.175,XIV - 0.55,,731092.5438013,872643.253423
2015-06-12,942607.829210999,-0.736,XIV - 0.55,,725711.4238013,866219.573423
2015-06-15,920847.629210999,-2.309,XIV - 0.55,,708958.6438013,846223.553423
2015-06-16,929480.869210999,0.938,XIV - 0.35,,715605.2838013,854156.863423
2015-06-17,930684.299210999,0.129,XIV - 0.55,,716531.7838013,855262.883423
2015-06-18,945222.679210999,1.562,XIV - 0.55,,727724.4238013,868623.573423
2015-06-19,940401.599210999,-0.51,XIV - 0.55,,724012.5838013,864193.213423
2015-06-22,961639.319210999,2.258,XIV - 0.55,,740363.5438013,883709.373423
2015-06-23,974821.419210999,1.371,XIV - 1.00,,750511.5038013,895822.753423
2015-06-24,957338.919210999,-1.793,XIV - 1.00,,737052.0038013,879756.853423
2015-06-25,948207.289210999,-0.954,XIV - 0.55,,730021.7438013,871365.473423
2015-06-26,951306.519210999,0.327,XIV - 0.55,,732407.8638013,874213.563423
2015-06-29,864656.979210999,-9.108,XIV - 0.55,,670747.3035703,794588.343423
2015-06-30,866285.599210999,0.188,GLD - 1.00,,670747.3035703,796084.943423
2015-07-01,863309.119210999,-0.344,GLD - 1.00,,668442.7935703,793349.873423
2015-07-02,861630.071578999,-0.194,GLD - 1.00,,667142.8076613,791807.00641
2015-07-06,863919.641050999,0.266,GLD - 1.00,,668915.4840253,793911.178354
2015-07-07,853998.071578999,-1.148,GLD - 1.00,,661233.8076613,784794.306406
2015-07-08,856516.915780999,0.295,GLD - 1.00,,663184.0722013,787108.884322
2015-07-09,858577.863945999,0.241,None - 0.00,,664779.8017513,789002.699392
2015-07-10,858577.863945999,0,GLD - 1.00,,664779.8017513,789002.699392
2015-07-13,854766.363945999,-0.444,GLD - 1.00,,661828.3017513,785499.699392
2015-07-14,852860.363945999,-0.223,None - 0.00,,660352.5517513,783748.199392
2015-07-15,852860.363945999,0,XIV - 0.55,,660352.5517513,783748.199392
2015-07-16,884348.363945999,3.692,None - 0.00,,684733.5517513,812686.199392
2015-07-17,884348.363945999,0,XIV - 1.00,,684733.5517513,812686.199392
2015-07-20,886741.403945999,0.271,XIV - 1.00,,686586.441751299,814885.279392
2015-07-21,894472.343945999,0.872,XIV - 0.55,,692572.281751299,821989.999392
2015-07-22,896800.633945999,0.26,XIV - 1.00,,694375.0217513,824129.689392
2015-07-23,883026.133945999,-1.536,XIV - 1.00,,683710.0217513,811471.189392
2015-07-24,857493.223945999,-2.892,XIV - 1.00,,663940.0517513,788007.989392
2015-07-27,812476.923945999,-5.25,XIV - 0.55,,629083.9017513,746639.739392
2015-07-28,844832.123945998,3.982,None - 0.00,,654136.7017513,776374.139392
2015-07-29,844832.123945998,0,XIV - 0.20,,654136.7017513,776374.139392
2015-07-30,845955.323945998,0.133,XIV - 1.00,,655006.4617513,777406.459392
2015-07-31,847177.383945998,0.144,XIV - 1.00,,655952.6517513,778529.539392
2015-08-03,859747.143945998,1.484,XIV - 1.00,,665684.891751299,790080.499392
2015-08-04,855907.043945999,-0.447,XIV - 1.00,,662711.591751299,786551.479392
2015-08-05,861842.083945998,0.693,XIV - 1.00,,667307.0317513,792005.759392
2015-08-06,831819.483945998,-3.484,XIV - 1.00,,644061.231751299,764415.239392
2015-08-07,839676.933945998,0.945,XIV - 0.20,,650145.231751299,771635.939392
2015-08-10,846067.293945998,0.761,XIV - 0.20,,655091.721751299,777508.409392
2015-08-11,838512.053945999,-0.893,XIV - 1.00,,649242.431751299,770566.419392
2015-08-12,837808.733945998,-0.084,GLD - 1.00,,648697.871751299,769920.099392
2015-08-13,830958.411642998,-0.818,GLD - 1.00,,643393.477711299,763625.136465
2015-08-14,830881.408548999,-0.009,None - 0.00,,643333.859831299,763554.375243
2015-08-17,830881.408548999,0,XIV - 0.65,,643333.859831299,763554.375243
2015-08-18,824591.458548998,-0.757,XIV - 1.00,,638463.779831299,757774.005243
2015-08-19,808565.398548998,-1.944,XIV - 0.65,,626054.839831299,743046.085243
2015-08-20,765891.998548999,-5.278,GLD - 1.00,,593014.139831299,703829.985243
2015-08-21,770628.814223999,0.618,None - 0.00,,596681.463256299,708183.163698
2015-08-24,770628.814223999,0,VXX - 1.00,,596681.463256299,708183.163698
2015-08-25,839132.014223998,8.889,VXX - 1.00,,649696.983256299,771115.003698
2015-08-26,762261.934223998,-9.161,VXX - 1.00,,590184.663256299,700463.803698
2015-08-27,780717.134223998,2.421,VXX - 1.00,,604467.383256299,717418.043698
2015-08-28,816045.454223998,4.525,VXX - 1.00,,631822.423256299,749889.723698
2015-08-31,847622.094223998,3.869,VXX - 1.00,,656256.343256299,778896.923698
2015-09-01,969801.774223998,14.414,VXX - 1.00,,750847.063256299,891129.563698
2015-09-02,867153.774223998,-10.584,VXX - 1.00,,671360.663256299,796798.683698
2015-09-03,862466.574223999,-0.541,VXX - 1.00,,667731.863256299,792493.083698
2015-09-04,924962.574223999,7.246,VXX - 1.00,,716115.863256299,849901.083698
2015-09-08,844425.294223998,-8.707,VXX - 1.00,,653741.783256299,775886.043698
2015-09-09,863486.574223999,2.257,VXX - 1.00,,668498.903256299,793405.243698
2015-09-10,842550.414223999,-2.425,VXX - 1.00,,652290.263256299,774173.563698
2015-09-11,822541.454223999,-2.375,GLD - 1.00,,636807.383256299,755792.763698
2015-09-14,823001.631213998,0.056,GLD - 1.00,,637163.645442299,756215.622554
2015-09-15,820547.238883998,-0.298,None - 0.00,,635263.491380299,753960.269602
2015-09-16,820547.238883998,0,VXX - 1.00,,635263.491380299,753960.269602
2015-09-17,816135.078883998,-0.538,GLD - 1.00,,631847.811380299,749907.149602
2015-09-18,822096.641623998,0.73,None - 0.00,,636463.782530299,755385.515362
2015-09-21,822096.641623998,0,GLD - 1.00,,636463.782530299,755385.515362
2015-09-22,816547.396621998,-0.675,None - 0.00,,632168.094140299,750286.929142
2015-09-23,816547.396621998,0,VXX - 1.00,,632168.094140299,750286.929142
2015-09-24,838276.676621998,2.661,VXX - 1.00,,648992.414140299,770254.929142
2015-09-25,860345.476621998,2.633,VXX - 1.00,,666079.614140299,790534.929142
2015-09-28,919733.476621999,6.903,VXX - 1.00,,712055.614140299,845106.929142
2015-09-29,921429.476621998,0.184,VXX - 1.00,,713368.414140299,846665.329142
2015-09-30,878690.276621999,-4.638,VXX - 1.00,,680285.854140299,807393.649142
2015-10-01,868848.836621999,-1.12,VXX - 1.00,,672666.974140299,798350.289142
2015-10-02,824392.676621999,-5.117,GLD - 1.00,,638250.654140299,757499.249142
2015-10-05,822745.309133999,-0.2,None - 0.00,,636975.308343299,755985.642262
2015-10-06,822745.309133999,0,XIV - 0.45,,636975.308343299,755985.642262
2015-10-07,831007.759133999,1.004,None - 0.00,,643371.768343299,763577.702262
2015-10-08,831007.759133999,0,XIV - 0.45,,643371.768343299,763577.702262
2015-10-09,830625.319133999,-0.046,XIV - 0.45,,643075.698343299,763226.312262
2015-10-12,854094.519133999,2.825,XIV - 0.45,,661245.698343299,784791.112262
2015-10-13,832265.109133998,-2.556,XIV - 0.45,,644345.738343299,764731.702262
2015-10-14,824232.609133999,-0.965,XIV - 0.45,,638127.008343299,757351.252262
2015-10-15,850818.969133998,3.226,XIV - 0.45,,658710.528343299,781780.792262
2015-10-16,853552.029133998,0.321,XIV - 0.45,,660826.488343299,784292.092262
2015-10-19,880527.349133998,3.16,XIV - 1.00,,681710.888343299,809078.692262
2015-10-20,848741.749133998,-3.61,XIV - 1.00,,657102.488343299,779873.092262
2015-10-21,790446.149133998,-6.868,XIV - 1.00,,611969.488343299,726309.692262
2015-10-22,854617.289133998,8.118,XIV - 1.00,,661652.088343299,785275.412262
2015-10-23,844018.489133998,-1.24,XIV - 1.00,,653446.488343299,775536.612262
2015-10-26,816987.469133998,-3.203,XIV - 1.00,,632519.148343299,750699.612262
2015-10-27,832627.779133998,1.914,XIV - 1.00,,644628.308343299,765070.832262
2015-10-28,855951.299133998,2.801,XIV - 1.00,,662685.908343299,786502.352262
2015-10-29,845087.529133998,-1.269,XIV - 1.00,,654275.168343299,776520.082262
2015-10-30,832367.049133998,-1.505,XIV - 1.00,,644427.008343299,764832.082262
2015-11-02,875040.099133998,5.127,XIV - 1.00,,677464.208343299,804042.022262
2015-11-03,857025.539133998,-2.059,XIV - 1.00,,663517.408343299,787489.462262
2015-11-04,830528.539133998,-3.092,XIV - 1.00,,643003.408343299,763142.462262
2015-11-05,846432.139133998,1.915,XIV - 1.00,,655316.008343299,777755.462262
2015-11-06,863922.799133998,2.066,XIV - 1.00,,668857.228343299,793826.462262
2015-11-09,817821.499133998,-5.336,XIV - 1.00,,633164.608343299,751466.162262
2015-11-10,838499.299133998,2.528,XIV - 0.80,,649173.328343299,770466.182262
2015-11-11,824293.289133998,-1.694,XIV - 1.00,,638175.278343299,757412.572262
2015-11-12,752142.249133998,-8.753,XIV - 1.00,,582314.048343299,691115.132262
2015-11-13,701773.749133998,-6.697,XIV - 0.45,,543317.678343299,644832.812262
2015-11-16,733696.409133998,4.549,XIV - 0.45,,568031.738343299,674164.632262
2015-11-17,715140.489133998,-2.529,XIV - 0.80,,553664.918343299,657113.202262
2015-11-18,755088.139133998,5.586,XIV - 0.45,,584591.638343299,693819.582262
2015-11-19,743949.259133998,-1.475,XIV - 0.45,,575967.958343299,683584.062262
2015-11-20,754709.099133998,1.446,XIV - 0.80,,584298.098343299,693470.302262
2015-11-23,771025.759133998,2.162,XIV - 1.00,,596930.198343299,708462.922262
2015-11-24,765634.219133998,-0.699,XIV - 1.00,,592756.028343299,703508.812262
2015-11-25,776931.659133998,1.476,XIV - 1.00,,601502.788343299,713889.732262
2015-11-27,768459.899133998,-1.09,XIV - 1.00,,594943.708343299,706105.362262
2015-11-30,774108.399133998,0.735,XIV - 1.00,,599316.868343299,711295.602262
2015-12-01,807483.299133998,4.311,XIV - 1.00,,625155.668343299,741962.602262
2015-12-02,775147.919133998,-4.004,XIV - 1.00,,600121.988343299,712251.802262
2015-12-03,718151.639133998,-7.353,XIV - 1.00,,555997.268343299,659882.002262
2015-12-04,786754.619133998,9.553,XIV - 0.80,,609108.908343299,722918.032262
2015-12-07,770941.129133998,-2.01,XIV - 1.00,,596865.908343299,708387.362262
2015-12-08,747195.009133998,-3.08,XIV - 1.00,,578482.468343299,686568.642262
2015-12-09,716728.589133998,-4.077,GLD - 1.00,,554895.448343299,658574.322262
2015-12-10,716106.446785998,-0.087,None - 0.00,,554413.789751299,658002.66767
2015-12-11,716106.446785998,0,XIV - 0.35,,554413.789751299,658002.66767
2015-12-14,731244.206785998,2.114,GLD - 1.00,,566133.709751299,671912.31767
2015-12-15,729323.938337998,-0.263,GLD - 1.00,,564647.067727299,670148.111534
2015-12-16,738071.719673998,1.199,None - 0.00,,571419.464245299,678186.181139
2015-12-17,738071.719673998,0,XIV - 1.00,,571419.464245299,678186.181139
2015-12-18,679249.139673998,-7.97,XIV - 0.80,,525879.334245299,624136.421139
2015-12-21,703133.679673998,3.516,XIV - 1.00,,544371.074245299,646083.191139
2015-12-22,736873.999673998,4.799,None - 0.00,,570492.494245299,677085.831139
2015-12-23,736873.999673998,0,XIV - 0.55,,570492.494245299,677085.831139
2015-12-24,730036.099673998,-0.928,XIV - 1.00,,565198.3542453,670802.691139
2015-12-28,737391.439673998,1.008,XIV - 0.55,,570892.9242453,677561.061139
2015-12-29,743833.269673998,0.874,XIV - 0.35,,575880.0642453,683480.441139
2015-12-30,736071.969673998,-1.043,XIV - 0.55,,569871.104245299,676348.901139
2015-12-31,726815.219673998,-1.258,GLD - 1.00,,562704.214245299,667843.061139
2016-01-04,736955.349673998,1.395,GLD - 1.00,,570554.914245299,677160.941139
2016-01-05,739011.456763998,0.279,GLD - 1.00,,572146.729734299,679050.297654
2016-01-06,749575.542583998,1.429,GLD - 1.00,,580325.328756299,688757.634624
2016-01-07,760067.290939998,1.4,None - 0.00,,588447.590708299,698398.38068
2016-01-08,760067.290939998,0,VXX - 1.00,,588447.590708299,698398.38068
2016-01-11,735521.050939998,-3.229,VXX - 1.00,,569448.230708299,675847.98068
2016-01-12,701883.610939998,-4.573,GLD - 1.00,,543412.070708299,644945.58068
2016-01-13,705283.794273998,0.484,None - 0.00,,546044.701032299,648070.362934
2016-01-14,705283.794273998,0,GLD - 1.00,,546044.701032299,648070.362934
2016-01-15,712467.448158998,1.019,None - 0.00,,551606.547267299,654671.014069
2016-01-19,712467.448158998,0,VXX - 1.00,,551606.547267299,654671.014069
2016-01-20,730973.848158998,2.598,VXX - 1.00,,565929.3792673,671674.470069
2016-01-21,727779.448158998,-0.437,VXX - 1.00,,563457.107267299,668739.494069
2016-01-22,667323.448158998,-8.307,GLD - 1.00,,516667.827267299,613193.254069
2016-01-25,674117.740740998,1.018,GLD - 1.00,,521928.517009299,619436.745631
2016-01-26,681729.844449998,1.129,None - 0.00,,527821.212139299,626430.539851
2016-01-27,681729.844449998,0,XIV - 0.55,,527821.212139299,626430.539851
2016-01-28,694082.724449998,1.812,GLD - 1.00,,537385.332139299,637781.499851
2016-01-29,696726.788653998,0.381,GLD - 1.00,,539432.442167299,640211.136147
2016-02-01,703820.727347998,1.018,GLD - 1.00,,544924.772125299,646729.771703
2016-02-02,704078.602211998,0.037,GLD - 1.00,,545124.417181299,646966.730228
2016-02-03,711558.308003998,1.062,GLD - 1.00,,550915.157149299,653839.753928
2016-02-04,720068.348003998,1.196,GLD - 1.00,,557504.597149299,661659.433928
2016-02-05,731350.598003998,1.567,GLD - 1.00,,566238.847149299,672026.433928
2016-02-08,741084.070895998,1.331,GLD - 1.00,,573773.757129299,680970.175774
2016-02-09,739472.820895998,-0.217,None - 0.00,,572526.257129299,679489.675774
2016-02-10,739472.820895998,0,VXX - 1.00,,572526.257129299,679489.675774
2016-02-11,784069.620895998,6.031,GLD - 1.00,,607054.577129299,720447.595774
2016-02-12,779506.340452998,-0.582,None - 0.00,,603521.692270299,716254.613744
2016-02-16,779506.340452998,0,XIV - 0.35,,603521.692270299,716254.613744
2016-02-17,789561.190452998,1.29,XIV - 1.00,,611306.742270299,725493.713744
2016-02-18,793014.150452998,0.437,XIV - 1.00,,613980.102270299,728666.433744
2016-02-19,812867.750452998,2.504,XIV - 1.00,,629351.462270299,746909.113744
2016-02-22,857742.710452998,5.521,XIV - 1.00,,664094.742270299,788143.033744
2016-02-23,815047.970452998,-4.978,XIV - 1.00,,631038.642270299,748912.303744
2016-02-24,818068.400452998,0.371,XIV - 1.00,,633377.132270299,751687.663744
2016-02-25,846976.890452998,3.534,XIV - 1.00,,655759.152270299,778250.483744001
2016-02-26,837056.300452998,-1.171,XIV - 1.00,,648078.302270299,769134.893744
2016-02-29,821095.240452998,-1.907,XIV - 1.00,,635720.672270299,754469.203744
2016-03-01,894874.900452998,8.986,XIV - 1.00,,692843.222270299,822262.153744
2016-03-02,907807.900452998,1.445,XIV - 1.00,,702856.322270299,834145.753744
2016-03-03,936687.580452998,3.181,XIV - 1.00,,725216.232270299,860681.773744
2016-03-04,925483.920452998,-1.196,XIV - 1.00,,716542.112270299,850387.333744
2016-03-07,922036.240452998,-0.373,XIV - 1.00,,713872.832270299,847219.413744
2016-03-08,886264.900452998,-3.88,XIV - 1.00,,686178.222270299,814351.413744
2016-03-09,897905.950452998,1.313,XIV - 1.00,,695191.092270299,825048.003744
2016-03-10,913425.190452998,1.728,XIV - 1.00,,707206.812270299,839307.963744
2016-03-11,961268.410452998,5.238,XIV - 1.00,,744248.622270299,883269.513744
2016-03-14,975915.610452998,1.524,XIV - 1.00,,755588.982270299,896728.413744
2016-03-15,961270.450452999,-1.501,XIV - 1.00,,744250.322270299,883271.553744
2016-03-16,996165.250452998,3.63,XIV - 1.00,,771267.062270299,915335.403744
2016-03-17,1028033.350453,3.199,XIV - 1.00,,795940.1422703,944617.943744
2016-03-18,1031046.990453,0.293,XIV - 1.00,,798273.3822703,947387.003744
2016-03-21,1062473.490453,3.048,XIV - 1.00,,822605.0122703,976263.613744
2016-03-22,1075815.270453,1.256,XIV - 1.00,,832934.5222703,988522.563744
2016-03-23,1025898.150453,-4.64,XIV - 1.00,,794286.8022703,942656.163744
2016-03-24,1030203.450453,0.42,XIV - 1.00,,797620.1022703,946612.163744
2016-03-28,1046132.320453,1.546,XIV - 1.00,,809952.9422703,961248.623744
2016-03-29,1104673.520453,5.596,XIV - 1.00,,855277.662270299,1015039.343744
2016-03-30,1133068.040453,2.57,XIV - 1.00,,877261.602270299,1041129.803744
2016-03-31,1124465.840453,-0.759,XIV - 1.00,,870601.6022703,1033225.603744
2016-04-01,1155866.060453,2.792,XIV - 1.00,,894912.792270299,1062078.123744
2016-04-04,1125764.660453,-2.604,XIV - 1.00,,871606.992270299,1034419.023744
2016-04-05,1061673.800453,-5.693,XIV - 1.00,,821985.522270299,975528.263744
2016-04-06,1132259.400453,6.649,XIV - 1.00,,876635.242270299,1040386.983744
2016-04-07,1027737.810453,-9.231,XIV - 1.00,,795711.3822703,944346.093744
2016-04-08,1053141.440453,2.472,XIV - 1.00,,815380.2122703,967688.853744
2016-04-11,1037214.050453,-1.512,XIV - 1.00,,803048.8522703,953053.873744
2016-04-12,1072087.790453,3.362,XIV - 1.00,,830049.3922703,985097.473744
2016-04-13,1125457.390453,4.978,XIV - 1.00,,871369.9122703,1034135.753744
2016-04-14,1128038.530453,0.229,XIV - 1.00,,873368.3322703,1036507.433744
2016-04-15,1142664.650453,1.297,XIV - 1.00,,884692.3722703,1049946.613744
2016-04-18,1215354.930453,6.361,XIV - 1.00,,940972.7522703,1116738.793744
2016-04-19,1203748.710453,-0.955,XIV - 1.00,,931986.8822703,1106074.333744
2016-04-20,1197300.060453,-0.536,XIV - 1.00,,926994.1322703,1100149.033744
2016-04-21,1175803.560453,-1.795,XIV - 1.00,,910350.6322703,1080397.033744
2016-04-22,1204614.230453,2.45,XIV - 1.00,,932656.9422703,1106870.073744
2016-04-25,1187418.230453,-1.428,XIV - 1.00,,919342.9422703,1091069.273744
2016-04-26,1216656.190453,2.462,XIV - 1.00,,941980.1422703,1117934.713744
2016-04-27,1250615.130453,2.791,XIV - 1.00,,968272.1322703,1149138.133744
2016-04-28,1176270.110453,-5.945,XIV - 1.00,,910711.5722703,1080825.623744
2016-04-29,1137568.310453,-3.29,XIV - 1.00,,880746.9722703,1045263.923744
2016-05-02,1210697.210453,6.429,XIV - 1.00,,937365.4722703,1112458.123744
2016-05-03,1153089.270453,-4.758,XIV - 1.00,,892763.5722703,1059525.443744
2016-05-04,1138465.190453,-1.268,XIV - 1.00,,881440.8922703,1046087.963744
2016-05-05,1140616.090453,0.189,XIV - 1.00,,883106.1922703,1048064.313744
2016-05-06,1191376.150453,4.45,XIV - 1.00,,922406.0922703,1094704.993744
2016-05-09,1218464.890453,2.274,XIV - 1.00,,943379.4222703,1119595.663744
2016-05-10,1278649.490453,4.939,XIV - 1.00,,989975.6222703,1174897.063744
2016-05-11,1233103.410453,-3.562,XIV - 1.00,,954711.5422703,1133046.143744
2016-05-12,1245138.930453,0.976,XIV - 1.00,,964029.9422703,1144105.303744
2016-05-13,1201299.330453,-3.521,XIV - 1.00,,930087.4022703,1103822.443744
2016-05-16,1255904.250453,4.545,XIV - 1.00,,972364.4322703,1153996.333744
2016-05-17,1201753.230453,-4.312,XIV - 1.00,,930439.1922703,1104238.933744
2016-05-18,1204763.020453,0.25,XIV - 1.00,,932769.4922703,1107004.493744
2016-05-19,1201323.340453,-0.286,XIV - 1.00,,930106.3722703,1103843.933744
2016-05-20,1243030.430453,3.472,XIV - 1.00,,962397.6722703,1142166.693744
2016-05-23,1249477.730453,0.519,XIV - 1.00,,967389.3722703,1148090.943744
2016-05-24,1301053.730453,4.128,XIV - 1.00,,1007321.7722703,1195482.543744
2016-05-25,1323394.490453,1.717,XIV - 1.00,,1024618.5322703,1216010.583744
2016-05-26,1337999.530453,1.104,XIV - 1.00,,1035926.2522703,1229430.383744
2016-05-27,1374507.880453,2.729,XIV - 1.00,,1064192.1522703,1262976.483744
2016-05-31,1377084.220453,0.187,XIV - 1.00,,1066186.8522703,1265343.783744
2016-06-01,1385672.020453,0.624,XIV - 1.00,,1072835.6522703,1273234.583744
2016-06-02,1423026.340453,2.696,XIV - 1.00,,1101756.1922703,1307557.823744
2016-06-03,1430752.660453,0.543,XIV - 1.00,,1107738.1322703,1314657.203744
2016-06-06,1448779.900453,1.26,XIV - 1.00,,1121695.5722703,1331221.583744
2016-06-07,1449209.070453,0.03,XIV - 1.00,,1122027.8422703,1331615.923744
2016-06-08,1437621.480453,-0.8,XIV - 1.00,,1113056.5522703,1320968.743744
2016-06-09,1411869.480453,-1.791,XIV - 1.00,,1093118.5522703,1297306.543744
2016-06-10,1284373.320453,-9.03,XIV - 1.00,,994407.6322703,1180154.893744
2016-06-13,1093582.080453,-14.855,XIV - 0.55,,857934.0922703,1004845.933744
